index	word	definition	label
6622	canyon	a shoe that comes up to the ankle and is laced through two or three pairs of eyelets; often made of suede	0
6623	treasonist	someone who betrays his country by committing treason	1
6624	jellyleaf	herb widely distributed in tropics and subtropics used for forage and medicinally as a demulcent and having a fine soft bast stronger than jute; sometimes an aggressive weed	1
6625	freezer	electric refrigerator (trade name Deepfreeze) in which food is frozen and stored for long periods of time	1
6626	slacks	(usually in the plural) pants for casual wear	1
6627	spacial	an adviser to the court on some matter of law who is not a party to the case; usually someone who wants to influence the outcome of a lawsuit involving matters of wide public interest	0
6628	collectively	in conjunction with; combined	1
6629	pinnately	having a pinnate shape	1
6630	branchless	of or relating to or involving an area	0
6631	investor	bright yellow songbird with black wings	0
6632	cacodylic	of or relating to cacodyl	1
6633	nonrandom	judgment based on individual personal impressions and feelings and opinions rather than external facts	0
6634	incurring	capable of being totally destroyed or wiped out	0
6635	schoolroom	a room in a school where lessons take place	1
6636	fastness	the quality of being fixed in place as by some firm attachment	1
6637	hard	a database in which the operations carried out on information items (data objects) are considered part of their definition	0
6638	actuarial	(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level	0
6639	trepidly	any grass of the genus Oryzopsis	0
6640	slimly	in a slim or slender manner	1
6641	phylogenetic	of or relating to the evolutionary development of organisms	1
6642	moveable	capable of being moved or conveyed from one place to another	1
6643	sandstone	a sedimentary rock consisting of sand consolidated with some cement (clay or quartz etc.)	1
6644	exercising	small genus of trees and shrubs containing strongly toxic cardiac glycosides; Arabia to Africa	0
6645	parameter	a fire for cooking	0
6646	impecunious	ludicrous or incongruous unnaturalness or distortion	0
6647	blackleg	a chart for a navigator showing the prevailing meteorological and hydrographic and navigational conditions	0
6648	fossilist	a judgment disposing of the matter without a trial	0
6649	purpose	a deck at the top of a passenger ship	0
6650	rouser	a branch of the facial artery that supplies the lips of the mouth	0
6651	agammaglobulinemia	a rare immunological disorder characterized by the virtual absence of gamma globulin in the blood and consequent susceptibility to infection	1
6652	jobless	a dress suitable for formal occasions	0
6653	disestablish	deprive (an established church) of its status	1
6654	dauntless	a small towel used to dry the hands or face	0
6655	lukewarmly	in an unenthusiastically lukewarm manner	1
6656	futureless	brownish-black burrowing salamander of southeastern United States	0
6657	seemingly	area around the altar of a church for the clergy and choir; often enclosed by a lattice or railing	0
6658	urgently	a category of physique	0
6659	banned	having uncoordinated muscular movements, symptomatic of a CNS disorder	0
6660	twiggy	resembling a twig	1
6661	waistcoat	a man's sleeveless garment worn underneath a coat	1
6662	knob	a round handle	1
6663	ascocarp	delivery of an infant whose feet or buttocks appear first	0
6664	shoes	a blight of potatoes	0
6665	seek	try to locate or discover, or try to establish the existence of	1
6666	umbrellalike	resembling an umbrella	1
6667	businessmen	the body of individuals who manage businesses	1
6668	regularize	marine eels	0
6669	familiarization	the experience of becoming familiar with something	1
6670	abroad	far away from home or one's usual surroundings	1
6671	wish	reflecting telescope in which the image is viewed through an eyepiece perpendicular to main axis	0
6672	vulnerably	ready-made pieces of computerized graphic art that can be used to decorate a document	0
6673	spiritless	a retirement plan that allows you to contribute a limited yearly sum toward your retirement; taxes on the interest earned in the account are deferred	0
6674	furnished	any meat that is minced and spiced and cooked as patties or used to fill sausages	0
6675	adeptness	push or force	0
6676	distinguishing	serving to distinguish or identify a species or group	1
6677	trivia	a friction clutch that will slip with the torque is too great	0
6678	singable	an X ray of the kidneys and ureters	0
6679	turboprop	clustered together but not coherent	0
6680	minimized	reduced to the smallest possible size or amount or degree	1
6681	crippling	that cripples or disables or incapacitates	1
6682	saltbox	a type of house built in New England; has two stories in front and one behind	1
6683	bitterness	the ratio of the annual claims paid by an insurance company to the premiums received	0
6684	necklet	underpants worn by men	0
6685	withdrawn	tending to reserve or introspection	1
6686	inhibit	limit the range or extent of	1
6687	lifelong	not marked with a brand	0
6688	correctional	small Asiatic tree bearing edible red or yellow fruit; used in Europe as budding stock	0
6689	snidely	with a sneer; in an uncomplimentary sneering manner	1
6690	dappled	an entrance that can be closed by a gate	0
6691	deriving	the science or study of drugs: their preparation and properties and uses and effects	0
6692	surfing	the sport of riding a surfboard toward the shore on the crest of a wave	1
6693	neuroscience	European sedge having small edible nutlike tubers	0
6694	times	an apartment in a building without an elevator	0
6695	pancreatectomy	surgical removal of part or all of the pancreas	1
6696	whiney	habitually complaining	1
6697	dyer	of or relating to the biological science of entomology	0
6698	avouchment	a statement asserting the existence or the truth of something	1
6699	licked	the estate remaining after debts and funeral expenses and administrative expenses have been deducted from the gross estate; the estate then left to be distributed (and subject to federal and state inheritance taxes)	0
6700	swineherd	a herder or swine	1
6701	footsure	not liable to stumble or fall	1
6702	township	afflicted with cretinism	0
6703	incremental	increasing gradually by regular degrees or additions	1
6704	bunfight	a partner (who usually provides capital) whose association with the enterprise is not public knowledge	0
6705	choleraic	relating to or resulting from or resembling cholera	1
6706	pretending	the act of giving a false appearance	1
6707	unchecked	not restrained or controlled	1
6708	plugboard	genets; civets; mongooses	0
6709	icterogenic	a meter for measuring electrical resistance in ohms	0
6710	conveyable	flow of blood from a ruptured blood vessels	0
6711	delight	a person who administers punishment by wielding a switch or whip	0
6712	preheat	heat beforehand	1
6713	moist	slightly wet	1
6714	filariasis	a disease caused by nematodes in the blood or tissues of the body causing blockage of lymphatic vessels	1
6715	augmentation	the amount by which something increases	1
6716	wheelhouse	sweetened evaporated milk	0
6717	bleary-eyed	tired to the point of exhaustion	1
6718	magistrate	a public official authorized to decide questions brought before a court of justice	1
6719	more	biennial east Asian herb grown for its usually bright blue flowers	0
